日期,1129B价格（元/吨）,1129B涨跌,2129B价格（元/吨）,2129B涨跌,3128B价格（元/吨）,3128B涨跌,4128B价格（元/吨）,4128B涨跌,1228B价格（元/吨）,1228B涨跌,2227B价格（元/吨）,2227B涨跌
2019-07-18,14721,0,14518,-1,14086,0,13543,0,13563,-7,13103,-2
2019-07-19,14671,-50,14445,-73,14025,-61,13435,-108,13476,-87,13025,-78
2019-07-22,14671,0,14446,1,14025,0,13432,-3,13476,0,13024,-1
2019-07-23,14679,8,14472,26,14063,38,13441,9,13486,10,13033,9
2019-07-24,14679,0,14472,0,14061,-2,13441,0,13483,-3,13032,-1
2019-07-25,14679,0,14475,3,14061,0,13442,1,13483,0,13035,3
2019-07-26,14679,0,14476,1,14063,2,13442,0,13482,-1,13035,0
2019-07-29,14681,2,14485,9,14071,8,13448,6,13483,1,13042,7
2019-07-30,14680,-1,14478,-7,14068,-3,13445,-3,13474,-9,13035,-7
2019-07-31,14676,-4,14473,-5,14067,-1,13448,3,13475,1,13036,1
2019-08-01,14673,-3,14472,-1,14065,-2,13446,-2,13473,-2,13032,-4
2019-08-02,14675,2,14471,-1,14066,1,13450,4,13473,0,13033,1
2019-08-05,14579,-96,14422,-49,13993,-73,13393,-57,13430,-43,12996,-37
2019-08-06,14310,-269,14089,-333,13663,-330,13030,-363,13071,-359,12671,-325
2019-08-07,14261,-49,14031,-58,13621,-42,13004,-26,13030,-41,12623,-48
2019-08-08,14223,-38,13988,-43,13598,-23,12993,-11,13007,-23,12595,-28
2019-08-09,14172,-51,13929,-59,13591,-7,12980,-13,12988,-19,12589,-6
2019-08-12,14170,0,13932,3,13591,0,12979,-1,12988,0,12590,1
2019-08-13,14171,-1,13923,-9,13583,-8,12969,-10,12983,-5,12579,-11
2019-08-14,14166,-5,13915,-8,13578,-5,12967,-2,12983,0,12572,-7
2019-08-15,14166,0,13917,2,13579,1,12967,0,12981,-2,12572,0
2019-08-16,14166,0,13912,-5,13576,-3,12962,-5,12978,-3,12551,-21
2019-08-19,14166,0,13909,-3,13571,-5,12952,-10,12968,-10,12543,-8
2019-08-20,14161,-5,13899,-10,13558,-13,12935,-17,12947,-21,12525,-18
2019-08-21,14161,0,13898,-1,13558,0,12932,-3,12941,-6,12523,-2
2019-08-22,14156,-5,13881,-17,13543,-15,12923,-9,12938,-3,12518,-5
2019-08-23,14156,0,13875,-6,13543,0,12923,0,12938,0,12516,-2
2019-08-26,13967,-189,13682,-193,13422,-121,12800,-123,12828,-110,12431,-85
2019-08-27,13667,-300,13397,-285,13079,-343,12527,-273,12555,-273,12082,-349
2019-08-28,13645,-22,13348,-49,13003,-76,12509,-18,12548,-7,12017,-65
2019-08-29,13630,-15,13345,-3,12983,-20,12482,-27,12540,-8,12010,-7
2019-08-30,13630,0,13351,6,12985,2,12483,1,12541,1,12010,0
2019-09-02,13630,0,13349,-2,12982,-3,12483,0,12541,0,11991,-19
2019-09-03,13585,-45,13279,-70,12931,-51,12412,-71,12489,-52,11925,-66
2019-09-04,13585,0,13281,2,12931,0,12415,3,12492,3,11931,6
2019-09-05,13592,7,13297,16,12939,8,12432,17,12503,11,11941,10
2019-09-06,13613,21,13310,13,12981,42,12449,17,12520,17,11952,11
2019-09-09,13629,16,13345,35,13017,36,12480,31,12536,16,11977,25
2019-09-10,13629,0,13346,1,13017,0,12479,-1,12536,0,11975,-2
2019-09-11,13638,9,13358,12,13028,11,12495,16,12545,9,11991,16
2019-09-12,13638,0,13359,1,13031,3,12497,2,12550,5,11991,0
2019-09-16,13645,7,13370,11,13051,20,12508,11,12557,7,11991,0
2019-09-17,13690,45,13481,111,13146,95,12561,53,12628,71,12042,51
2019-09-18,13681,-9,13463,-18,13103,-43,12548,-13,12598,-30,12016,-26
2019-09-19,13639,-42,13426,-37,13047,-56,12503,-45,12558,-40,11985,-31
2019-09-20,13639,0,13421,-5,13036,-11,12500,-3,12551,-7,11980,-5
2019-09-23,13639,0,13418,-3,13036,0,12500,0,12549,-2,11972,-8
2019-09-24,13639,0,13406,-12,13025,-11,12487,-13,12537,-12,11967,-5
2019-09-25,13593,-46,13365,-41,12966,-59,12441,-46,12489,-48,11938,-29
2019-09-26,13517,-76,13280,-85,12885,-81,12391,-50,12420,-69,11902,-36
2019-09-27,13401,-116,13181,-99,12812,-73,12335,-56,12375,-45,11839,-63
2019-09-29,13218,-183,13008,-173,12629,-183,12127,-208,12185,-190,11632,-207
2019-09-30,13162,-56,12967,-41,12608,-21,12069,-58,12118,-67,11622,-10
2019-10-01,13162,0,12965,-2,12608,0,12067,-2,12117,-1,11623,1
2019-10-02,13162,0,12962,-3,12607,-1,12067,0,12111,-6,11621,-2
2019-10-03,13162,0,12955,-7,12598,-9,12061,-6,12103,-8,11619,-2
2019-10-04,13162,0,12953,-2,12599,1,12060,-1,12101,-2,11619,0
2019-10-07,13162,0,12953,0,12600,1,12063,3,12101,0,11617,-2
2019-10-08,13162,0,12956,3,12601,1,12065,2,12101,0,11616,-1
2019-10-09,13162,0,12971,15,12622,21,12072,7,12113,12,11621,5
2019-10-10,13170,8,12981,10,12628,6,12087,15,12136,23,11627,6
2019-10-11,13170,0,12982,1,12628,0,12087,0,12141,5,11622,-5
2019-10-12,13202,32,12997,15,12651,23,12108,21,12150,9,11631,9
2019-10-14,13328,126,13108,111,12753,102,12208,100,12250,100,11726,95
2019-10-15,13333,5,13113,5,12759,6,12211,3,12256,6,11733,7
2019-10-16,13342,9,13123,10,12765,6,12216,5,12256,0,11749,16
2019-10-17,13342,0,13123,0,12763,-2,12216,0,12251,-5,11748,-1
2019-10-18,13343,1,13131,8,12766,3,12221,5,12258,7,11749,1
2019-10-21,13363,20,13136,5,12777,11,12232,11,12260,2,11755,6
2019-10-22,13358,-5,13133,-3,12777,0,12231,-1,12257,-3,11757,2
2019-10-23,13365,7,13135,2,12783,6,12246,15,12263,6,11767,10
2019-10-24,13368,3,13142,7,12791,8,12247,1,12272,9,11776,9
2019-10-25,13368,0,13141,-1,12791,0,12249,2,12273,1,11777,1
2019-10-28,13370,2,13146,5,12800,9,12268,19,12279,6,11778,1
2019-10-29,13395,25,13173,27,12828,28,12295,27,12290,20,11796,18
2019-10-30,13431,36,13213,40,12879,51,12343,48,12365,66,11831,35
2019-10-31,13487,56,13268,55,12971,92,12428,85,12445,80,11943,112
2019-11-01,13535,48,13298,30,12999,28,12440,12,12463,18,11960,17
2019-11-04,13535,0,13309,11,13002,3,12446,6,12472,9,11962,2
2019-11-05,13547,12,13327,18,13013,11,12462,16,12480,8,11970,8
2019-11-06,13555,8,13345,18,13048,35,12482,20,12525,45,12002,32
2019-11-07,13555,0,13350,5,13048,0,12485,3,12525,0,12003,1
2019-11-08,13555,0,13351,1,13046,-2,12482,-3,12520,-5,12003,0
2019-11-11,13555,0,13356,5,13047,1,12480,-2,12519,-1,12003,0
2019-11-12,13563,8,13359,3,13056,9,12485,5,12526,7,12003,0
2019-11-13,13565,2,13375,16,13056,0,12491,6,12526,0,12012,9
2019-11-14,13591,26,13395,20,13077,21,12512,21,12541,15,12031,19
2019-11-15,13591,0,13397,2,13077,0,12517,5,12541,0,12042,11
2019-11-18,13629,38,13426,29,13100,23,12550,33,12551,10,12073,31
2019-11-19,13629,0,13427,1,13100,0,12555,5,12556,5,12076,3
2019-11-20,13626,-3,13419,-8,13087,-13,12552,-3,12556,0,12069,-7
2019-11-21,13620,-6,13411,-8,13055,-32,12539,-13,12538,-18,12048,-21
2019-11-22,13620,0,12305,-6,13050,-5,12536,-3,12538,0,12045,-3
2019-11-25,13625,5,13405,0,13049,-1,12539,3,12537,-1,12047,2
2019-11-26,13640,15,13418,13,13069,20,12541,2,12543,6,12076,29
2019-11-27,13669,29,13439,21,13099,30,12571,30,12555,12,12101,25
2019-11-28,13669,0,13436,-3,13097,-2,12571,0,12557,2,12102,1
2019-11-29,13669,0,13435,-1,13092,-5,12563,-8,12556,-1,12103,1
2019-12-02,13669,0,13433,-2,13076,-16,12562,-1,12556,0,12100,-3
2019-12-03,13659,-10,13406,-27,13043,-33,12541,-21,12529,-27,12058,-42
2019-12-04,13652,-7,13390,-16,13033,-10,12516,-25,12529,0,12057,-1
2019-12-05,13638,-14,13388,-2,13031,-2,12518,2,12529,0,12060,3
2019-12-06,13638,0,13388,0,13051,20,12535,17,12541,12,12078,18
2019-12-09,13673,35,13415,27,13082,31,12547,12,12568,27,12089,11
2019-12-10,13673,0,13434,19,13093,11,12556,9,12584,16,12107,18
2019-12-11,13681,8,13437,3,13093,0,12563,7,12585,1,12109,2
2019-12-12,13687,6,13452,15,13100,7,12569,6,12602,17,12135,26
2019-12-13,13713,26,13475,23,13131,31,12618,49,12619,17,12168,33
2019-12-16,13746,33,13491,16,13149,18,12645,27,12659,40,12177,9
2019-12-17,13772,26,13506,15,13157,8,12650,5,12662,3,12179,2
2019-12-18,13778,6,13521,15,13173,16,12678,28,12693,31,12206,27
2019-12-19,13778,0,13523,2,13178,5,12681,3,12695,2,12211,5
2019-12-20,13780,2,13525,2,13187,9,12687,6,12695,0,12219,8
2019-12-23,13780,0,13531,6,13202,15,12717,30,12707,12,12232,13
2019-12-24,13782,2,13543,12,13213,11,12722,5,12712,5,12242,10
2019-12-25,13789,7,13566,23,13232,19,12749,27,12743,31,12267,25
2019-12-26,13789,0,13567,1,13232,0,12749,0,12745,2,12272,5
2019-12-27,13789,0,13569,2,13235,3,12760,11,12755,10,12280,8
2019-12-30,13873,84,13648,79,13318,83,12841,81,12838,83,12346,66
2019-12-31,13929,56,13707,59,13369,51,12878,37,12878,40,12387,41
2020-01-02,14094,165,13915,208,13601,232,13023,145,13039,161,12595,208
2020-01-03,14142,48,13922,7,13619,18,13046,23,13051,12,12645,50
2020-01-06,14207,65,13976,54,13698,79,13115,69,13099,48,12708,63
2020-01-07,14243,36,14035,59,13743,45,13202,87,13186,87,12817,109
2020-01-08,14313,70,14093,58,13806,63,13268,66,13256,70,12895,78
2020-01-09,14313,0,14098,5,13815,9,13273,5,13271,15,12896,1
2020-01-10,14320,7,14116,18,13823,8,13279,6,13276,5,12905,9
2020-01-13,14362,42,14145,29,13846,23,13290,11,13285,9,12912,7
2020-01-14,14508,188,14271,155,13996,173,13422,143,13436,160,13037,132
2020-01-15,14488,-20,14253,-18,13949,-47,13416,-6,13431,-5,13028,-9
2020-01-16,14442,-46,14185,-68,13886,-63,13359,-57,13390,-41,12973,-55
2020-01-17,14439,-3,14183,-2,13883,-3,13358,-1,13379,-11,12957,-16
2020-01-19,14446,7,14193,10,13888,5,13367,9,13387,8,12965,8
2020-01-20,14451,5,14193,0,13901,13,13377,10,13396,9,12967,2
2020-01-21,14459,8,14198,5,13912,11,13378,1,13396,0,12967,0
2020-01-22,14410,-49,14178,-20,13861,-51,13351,-27,13379,-17,12949,-18
2020-01-23,14387,-23,14155,-23,13833,-28,13333,-18,13372,-7,12941,-8
2020-02-03,14187,-200,13963,-192,13592,-241,13191,-142,13266,-106,12822,-119
2020-02-04,14041,-146,13790,-173,13437,-155,13001,-190,13071,-195,12650,-172
2020-02-05,14028,-13,13788,-2,13431,-6,13001,0,13071,0,12641,-9
2020-02-06,14028,0,13786,-2,13431,0,12978,-23,13042,-29,12629,-12
2020-02-07,14028,0,13791,5,13437,6,12981,3,13042,0,12637,8
2020-02-10,14028,0,13796,5,13437,0,12986,5,13031,-11,12625,-12
2020-02-11,14003,-25,13787,-9,13438,1,12993,7,13031,0,12631,6
2020-02-12,14003,0,13790,3,13445,7,13003,10,13039,8,12639,8
2020-02-13,13976,-27,13769,-21,13419,-26,13002,-1,13029,-10,12603,-36
2020-02-14,13959,-17,13759,-10,13411,-8,12997,-5,13020,-9,12603,0
2020-02-17,13959,0,13762,3,13413,2,12995,-1,13020,0,12609,6
2020-02-18,13985,26,13801,39,13469,56,13017,22,13040,20,12661,52
2020-02-19,13985,0,13798,-3,13458,-11,13005,-12,13033,-7,12661,1
2020-02-20,13997,12,13815,17,13471,13,13030,25,13056,23,12662,1
2020-02-21,14007,10,13833,18,13489,18,13043,13,13065,9,12685,23
2020-02-24,13993,-14,13820,-13,13466,-23,13031,-12,13058,-7,12682,-3
2020-02-25,13921,-72,13717,-103,13365,-101,12943,-88,12991,-67,12576,-106
2020-02-26,13913,-8,13700,-17,13342,-23,12935,-8,12989,-2,12563,-13
2020-02-27,13897,-16,13689,-11,13323,-19,12930,-5,12982,-7,12560,-3
2020-02-28,13762,-135,13490,-199,13086,-237,12723,-207,12792,-190,12422,-138
2020-03-02,13542,-220,13319,-171,12887,-199,12572,-151,12625,-167,12286,-136
2020-03-03,13590,48,13391,72,12986,99,12663,91,12700,75,12382,96
2020-03-04,13590,0,13392,1,12991,5,12663,0,12700,0,12383,1
2020-03-05,13590,0,13390,-2,12983,-8,12656,-7,12700,0,12382,-1
2020-03-06,13590,0,13399,9,12996,13,12659,3,12700,0,12388,6
2020-03-09,13403,-187,13177,-222,12753,-243,12457,-202,12495,-205,12206,-182
2020-03-10,13303,-100,13082,-95,12641,-112,12362,-95,12412,-83,12127,-79
2020-03-11,13360,57,13138,56,12723,82,12403,41,12433,21,12169,42
2020-03-12,13343,-17,13111,-27,12680,-43,12356,-47,12382,-51,12097,-72
2020-03-13,13170,-173,12968,-143,12555,-125,12221,-135,12243,-139,11969,-128
2020-03-16,13013,-157,12771,-197,12396,-159,12122,-99,12152,-91,11811,-158
2020-03-17,12907,-106,12642,-129,12273,-123,12007,-115,12049,-103,11713,-98
2020-03-18,12907,0,12641,-1,12273,0,12007,0,12048,-1,11710,-3
2020-03-19,12848,-59,12580,-61,12223,-50,11952,-55,11982,-66,11671,-39
2020-03-20,12600,-248,12275,-305,11825,-398,11576,-376,11612,-370,11333,-338
2020-03-23,12317,-283,11977,-298,11532,-293,11219,-357,11290,-322,11002,-331
2020-03-24,12022,-295,11689,-288,11299,-233,11027,-192,11067,-223,10790,-212
2020-03-25,11830,-192,11536,-153,11151,-148,10842,-185,10891,-176,10607,-183
2020-03-26,11923,93,11651,115,11323,172,10951,109,11017,126,10685,78
2020-03-27,11962,39,11719,68,11399,76,11003,52,11070,53,10736,51
2020-03-30,11869,-93,11621,-98,11302,-97,10906,-97,11000,-70,10688,-48
2020-03-31,11708,-161,11478,-143,11091,-211,10708,-198,10809,-191,10496,-192
2020-04-01,11808,100,11576,98,11203,112,10803,95,10900,91,10581,85
2020-04-02,11708,-100,11476,-100,11105,-98,10711,-92,10801,-99,10492,-89
2020-04-03,11700,-8,11468,-8,11093,-12,10710,-1,10792,-9,10487,-5
2020-04-07,11800,100,11581,113,11216,123,10806,96,10891,99,10577,90
2020-04-08,11843,43,11637,56,11309,93,10867,61,10956,65,10629,52
2020-04-09,11912,69,11693,56,11362,53,10897,30,10967,11,10635,6
2020-04-10,12023,111,11800,107,11465,103,10982,85,11073,106,10711,76
2020-04-13,12050,27,11831,31,11500,35,10999,17,11079,6,10716,5
2020-04-14,12043,-7,11819,-12,11479,-21,10993,-6,11069,-10,10705,-11
2020-04-15,12038,-5,11808,-11,11472,-7,10987,-6,11069,0,10702,-3
2020-04-16,12038,0,11806,-2,11472,0,10985,-2,11069,0,10701,-1
2020-04-17,12028,-10,11800,-6,11463,-9,10983,-2,11051,-18,10699,-2
2020-04-20,12028,0,11798,-2,11463,0,10982,-1,11051,0,10696,-3
2020-04-21,12033,5,11800,2,11471,8,10991,9,11057,6,10696,0
2020-04-22,11945,-88,11700,-100,11370,-101,10893,-98,10987,-70,10596,-100
2020-04-23,11942,-3,11697,-3,11353,-17,10893,0,10982,-5,10595,-1
2020-04-24,12017,75,11803,106,11503,150,10998,105,11089,107,10725,130
2020-04-26,12017,0,11801,-2,11500,-3,10997,-1,11086,-3,10725,0
2020-04-27,12017,0,11807,6,11500,0,11002,5,11086,0,10723,-2
2020-04-28,12011,-6,11802,-5,11485,-15,10993,-9,11079,-7,10721,-2
2020-04-29,11968,-43,11736,-66,11432,-53,10976,-17,11056,-23,10699,-22
2020-04-30,12005,37,11783,47,11501,69,11007,31,11086,30,10720,21
2020-05-06,12000,-5,11772,-11,11488,-13,10999,-8,11086,0,10713,-7
2020-05-07,11930,-70,11695,-77,11387,-101,10932,-67,11021,-65,10635,-78
2020-05-08,11978,48,11753,58,11463,76,10965,33,11049,28,10668,33
2020-05-09,12075,97,11863,110,11566,103,11065,100,11162,113,10768,100
2020-05-11,12098,23,11875,12,11577,11,11083,18,11162,0,10771,3
2020-05-12,12066,-32,11858,-17,11549,-28,11060,-23,11151,-11,10761,-10
2020-05-13,12066,0,11845,-13,11526,-23,11050,-10,11141,-10,10759,-2
2020-05-14,12059,-7,11842,-3,11515,-11,11048,-2,11139,-2,10747,-12
2020-05-15,12059,0,11839,-3,11515,0,11046,-2,11136,-3,10746,-1
2020-05-18,12079,20,11855,16,11541,26,11075,29,11155,19,10755,9
2020-05-19,12087,8,11866,11,11563,22,11096,21,11171,16,10763,8
2020-05-20,12193,106,11987,121,11666,103,11221,125,11309,138,10865,102
2020-05-21,12243,50,12065,78,11801,135,11308,87,11399,90,10901,36
2020-05-22,12338,95,12153,88,11900,99,11396,88,11476,77,10971,70
2020-05-25,12301,-37,12115,-38,11843,-57,11377,-19,11461,-15,10962,-9
2020-05-26,12301,0,12113,-2,11831,-12,11372,-5,11452,-9,10947,-15
2020-05-27,12310,9,12115,2,11848,17,11379,7,11463,11,10955,8
2020-05-28,12310,0,12118,3,11848,0,11377,-2,11463,0,10961,6
2020-05-29,12297,-13,12088,-30,11807,-41,11359,-18,11452,-11,10953,-8
2020-06-01,12296,-1,12081,-7,11795,-12,11357,-2,11449,-3,10952,-1
2020-06-02,12296,0,12083,2,11795,0,11355,-2,11448,-1,10949,-3
2020-06-03,12397,101,12183,100,11903,108,11448,93,11529,81,11048,99
2020-06-04,12408,11,12205,22,11919,16,11466,18,11531,2,11053,5
2020-06-05,12415,7,12206,1,11922,3,11468,2,11531,0,11055,2
2020-06-08,12515,100,12306,100,12003,81,11559,91,11619,88,11142,87
2020-06-09,12612,97,12371,65,12101,98,11652,93,11711,92,11222,80
2020-06-10,12612,0,12376,5,12103,2,11653,1,11713,2,11231,9
2020-06-11,12612,0,12377,1,12103,0,11652,-1,11713,0,11238,7
2020-06-12,12602,-10,12372,-5,12083,-20,11641,-11,11707,-6,11223,-15
2020-06-15,12505,-97,12273,-99,11983,-100,11553,-88,11632,-75,11151,-72
2020-06-16,12483,-22,12242,-31,11950,-33,11532,-21,11607,-25,11135,-16
2020-06-17,12483,0,12245,3,11950,0,11529,-3,11605,-2,11133,-2
2020-06-18,12525,42,12285,40,11983,33,11571,42,11638,33,11168,35
2020-06-19,12538,13,12306,21,12011,28,11577,6,11639,1,11169,1
2020-06-22,12547,9,12318,12,12026,15,11579,2,11639,0,11169,0
2020-06-23,12502,-45,12279,-39,11973,-53,11556,-23,11627,-12,11153,-16
2020-06-24,12463,-39,12232,-47,11916,-57,11538,-18,11608,-19,11136,-17
2020-06-28,12428,-35,12205,-27,11863,-53,11515,-23,11587,-21,11090,-46
2020-06-29,12433,5,12211,6,11863,0,11517,2,11588,1,11093,3
2020-06-30,12438,5,12213,2,11866,3,11518,1,11590,2,11093,0
2020-07-01,12460,22,12232,19,11889,23,11521,3,11599,9,11098,5
2020-07-02,12473,13,12255,23,11932,43,11529,8,11608,9,11109,11
2020-07-03,12553,80,12336,81,12003,71,11616,87,11697,89,11180,71
2020-07-06,12602,49,12389,53,12053,50,11662,46,11730,33,11229,49
2020-07-07,12633,31,12417,28,12073,20,11679,17,11746,16,11241,12
2020-07-08,12633,0,12419,2,12073,0,11681,2,11747,1,11242,1
2020-07-09,12633,0,12427,8,12076,3,11689,8,11752,5,11248,6
2020-07-10,12689,56,12478,51,12131,55,11739,50,11791,39,11297,49
2020-07-13,12741,52,12531,53,12173,42,11788,49,11837,46,11349,52
2020-07-14,12772,31,12553,22,12191,18,11803,15,11803,13,11349,0
2020-07-15,12766,-6,12527,-26,12150,-41,11771,-32,11819,-31,11341,-8
2020-07-16,12775,9,12539,12,12163,13,11778,7,11822,3,11347,6
2020-07-17,12777,2,12548,9,12163,0,11778,0,11823,1,11348,1
2020-07-20,12772,-5,12546,-2,12162,-1,11778,0,11822,-1,11348,0
2020-07-21,12777,5,12552,6,12162,0,11781,3,11823,1,11343,-5
2020-07-22,12882,105,12659,107,12271,109,11889,108,11925,102,11445,102
2020-07-23,12940,58,12702,43,12321,50,11925,36,11955,30,11468,23
2020-07-24,12939,-1,12699,-3,12299,-22,11923,-2,11955,0,11459,-9
2020-07-27,12917,-22,12662,-37,12258,-41,11896,-27,11928,-27,11428,-31
2020-07-28,12905,-12,12647,-15,12239,-19,11868,-28,11919,-9,11413,-15
2020-07-29,12905,0,12649,2,12242,3,11875,7,11919,0,11413,0
2020-07-30,12921,16,12655,6,12253,11,11877,2,11922,3,11416,3
2020-07-31,12956,35,12710,55,12319,66,11917,40,11957,35,11467,51
2020-08-03,12938,-18,12683,-27,12281,-38,11917,0,11949,-8,11466,-1
2020-08-04,12997,59,12732,49,12333,52,11946,29,11991,42,11479,13
2020-08-05,13025,28,12769,37,12362,29,11971,25,12002,11,11489,10
2020-08-06,13023,-2,12766,-3,12362,0,11970,-1,12002,0,11496,7
2020-08-07,13075,52,12802,36,12408,46,12013,43,12033,31,11532,36
2020-08-10,13121,48,12831,29,12431,23,12049,36,12078,45,11570,38
2020-08-11,13106,-17,12811,-20,12399,-32,12046,-3,12071,-7,11565,-5
2020-08-12,13107,1,12813,2,12399,0,12047,1,12071,0,11563,-2
2020-08-13,13107,0,12815,2,12406,7,12049,2,12073,2,11566,3
2020-08-14,13107,0,12813,-2,12403,-3,12049,0,12073,0,11567,1
2020-08-17,13107,0,12816,3,12403,0,12050,1,12073,0,11572,5
2020-08-18,13160,53,12868,52,12466,63,12072,22,12096,23,11589,17
2020-08-19,13171,11,12916,48,12499,33,12101,29,12136,40,11615,26
2020-08-20,13171,0,12911,-5,12498,-1,12098,-3,12136,0,11615,0
2020-08-21,13168,-3,12903,-8,12497,-1,12098,0,12136,0,11613,-2
2020-08-24,13189,21,12932,29,12530,33,12129,31,12162,26,11645,32
2020-08-25,13248,59,12997,65,12613,83,12211,82,12243,81,11713,68
2020-08-26,13289,41,13040,43,12651,38,12239,28,12275,32,11738,25
2020-08-27,13297,8,13041,1,12659,8,12252,13,12282,7,11743,5
2020-08-28,13339,42,13071,30,12697,38,12300,48,12329,47,11773,30
2020-08-31,13339,0,13072,1,12708,11,12300,0,12332,3,11773,0
2020-09-01,13371,32,13101,29,12771,63,12355,55,12383,51,11796,23
2020-09-02,13381,10,13130,29,12813,42,12392,37,12413,30,11825,29
2020-09-03,13387,6,13151,21,12841,28,12438,46,12481,68,11872,47
2020-09-04,13370,-17,13133,-18,12821,-20,12431,-7,12473,-8,11869,-3
2020-09-07,13370,0,13130,-3,12811,-10,12429,-2,12468,-5,11869,0
2020-09-08,13411,41,13153,23,12823,12,12437,8,12469,1,11880,11
2020-09-09,13405,-6,13140,-13,12796,-27,12417,-20,12437,-32,11845,-35
2020-09-10,13239,-166,12972,-168,12633,-163,12217,-200,12245,-192,11657,-188
2020-09-11,13239,0,12973,1,12636,3,12219,2,12245,0,11658,1
2020-09-14,13245,6,12985,12,12649,13,12245,26,12263,18,11681,23
2020-09-15,13263,18,13006,21,12682,33,12252,7,12263,0,11682,1
2020-09-16,13350,87,13078,72,12758,76,12338,86,12343,80,11778,96
2020-09-17,13355,5,13088,10,12773,15,12341,3,12351,8,11781,3
2020-09-18,13382,27,13129,41,12803,30,12389,48,12399,48,11837,56
2020-09-21,13382,0,13131,2,12806,3,12395,6,12407,8,11842,5
2020-09-22,13443,61,13193,62,12848,42,12472,77,12494,87,11911,69
2020-09-23,13450,7,13199,6,12871,23,12480,8,12507,13,11920,9
2020-09-24,13448,-2,13198,-1,12871,0,12479,-1,12507,0,11917,-3
2020-09-25,13451,3,13198,0,12868,-3,12479,0,12506,-1,11911,-6
2020-09-27,13444,-7,13187,-11,12848,-20,12463,-16,12487,-19,11896,-15
2020-09-28,13446,2,13193,6,12851,3,12463,0,12487,0,11895,-1
2020-09-29,13467,21,13202,9,12861,10,12475,12,12488,1,11906,11
2020-09-30,13483,16,13222,20,12891,30,12516,41,12527,39,11915,9
2020-10-01,13483,0,13237,15,12903,12,12525,9,12535,8,11923,8
2020-10-02,13482,-1,13236,-1,12900,-3,12517,-8,12535,0,11921,-2
2020-10-05,13481,-1,13230,-6,12887,-13,12511,-6,12532,-3,11920,-1
2020-10-06,13478,-3,13223,-7,12882,-5,12508,-3,12532,0,11918,-2
2020-10-07,13481,3,13228,5,12897,15,12526,18,12545,13,11930,12
2020-10-08,13499,18,13257,29,12938,41,12536,10,12553,8,11973,43
2020-10-09,13511,12,13280,23,12963,25,12557,21,12568,15,11991,18
2020-10-10,13711,200,13480,200,13256,293,12753,196,12770,202,12186,195
2020-10-12,14027,316,13786,306,13617,361,13018,265,13068,298,12472,286
2020-10-13,14272,245,14046,260,13832,215,13219,201,13269,201,12665,193
2020-10-14,14458,186,14213,167,14003,171,13430,211,13470,201,12870,205
2020-10-15,14758,300,14518,305,14306,303,13722,292,13767,297,13141,271
2020-10-16,14879,121,14630,112,14421,115,13818,96,13870,103,13242,101
2020-10-19,15379,500,15116,486,14923,502,14238,420,14309,439,13723,481
2020-10-20,15379,0,15113,-3,14923,0,14241,3,14312,3,13729,6
2020-10-21,15318,-61,15058,-55,14822,-101,14223,-18,14292,-20,13699,-30
2020-10-22,15161,-157,14889,-169,14643,-179,14127,-96,14190,-102,13591,-108
2020-10-23,15161,0,14891,2,14643,0,14130,3,14190,0,13592,1
2020-10-26,15156,-5,14879,-12,14636,-7,14127,-3,14190,0,13589,-3
2020-10-27,15156,0,14881,2,14636,0,14130,3,14190,0,13596,7
2020-10-28,15156,0,14886,5,14639,3,14137,7,14202,12,13598,2
2020-10-29,15156,0,14892,6,14641,2,14163,26,14213,11,13601,3
2020-10-30,15108,-48,14859,-33,14599,-42,14152,-11,14206,-7,13596,-5
2020-11-02,15108,0,14866,7,14600,1,14159,7,14211,5,13607,11
2020-11-03,15108,0,14861,-5,14597,-3,14159,0,14211,0,13605,-2
2020-11-04,15100,-8,14858,-3,14585,-12,14158,-1,14209,-2,13603,-2
2020-11-05,15102,2,14863,5,14593,8,14173,15,14220,11,13603,0
2020-11-06,15097,-5,14860,-3,14591,-2,14173,0,14219,-1,13603,0
2020-11-09,15012,-85,14742,-118,14458,-133,14151,-22,14199,-20,13587,-16
2020-11-10,15012,0,14722,-20,14439,-19,14151,0,14199,0,13586,-1
2020-11-11,15012,0,14732,10,14448,9,14161,10,14206,7,13592,6
2020-11-12,15039,27,14772,40,14501,53,14171,10,14209,3,13615,23
2020-11-13,15036,-3,14767,-5,14493,-8,14171,0,14208,-1,13615,0
2020-11-16,15029,-7,14761,-6,14473,-20,14166,-5,14201,-7,13613,-2
2020-11-17,15029,0,14762,1,14473,0,14165,-1,14199,-2,13612,-1
2020-11-18,15027,-2,14743,-19,14450,-23,14160,-5,14198,-1,13606,-6
2020-11-19,15027,0,14742,-1,14450,0,14157,-3,14198,0,13607,1
2020-11-20,15059,32,14799,57,14531,81,14190,33,14227,29,13665,58
2020-11-23,15061,2,14800,1,14531,0,14191,1,14227,0,13668,3
2020-11-24,15103,42,14861,61,14588,57,14238,47,14282,55,13723,55
2020-11-25,15108,5,14863,2,14589,1,14243,5,14285,3,13732,9
2020-11-26,15108,0,14862,-1,14583,-6,14243,0,14285,0,13733,1
2020-11-27,15108,0,14859,-3,14578,-5,14242,-1,14282,-3,13733,0
2020-11-30,15198,90,14928,69,14651,73,14323,81,14350,68,13789,56
2020-12-01,15156,-42,14883,-45,14598,-53,14312,-11,14333,-17,13773,-16
